โจ้กินข้าวที่บ้านปู่แต่ผมไม่ชอบเรื่องพวกนี้เลย,cO-3 kin1 KAw3 TI-3 bAn3 pU-2 tY-2 Pom5 maj3 CXp3 rWN3 PRk3 nI-4 lZj1
น่าจะ......ไว้ก่อน,nA-3 ca?2 ...... waj4 kXn2
รัก,rak4
ทิ้งไว้ก่อน,TiN4 waj4 kXn2
ผมจะไปโรงเรียนพรุ่งนี้,Pom5 ca?2 paj1 rON1 rJn1 PruN3 nI-4
ผมจะไปโรงเรียนพรุ่งนี้,Pom5 ca?2 paj1 rON1 rJn1 PruN3 nI-4
ทิ้งไว้ก่อน,TiN4 waj4 kXn2
น่าจะ.... ไว้ก่อน,nA-3 ca?2 .... waj4 kXn2
เตรียมไว้ก่อน,trJm1 waj4 kXn2
ทิ้งไว้ก่อน,TiN4 waj4 kXn2
ทิ้งไว้ก่อน,TiN4 waj4 kXn2
เกา,kaw1
เกา,kaw1
เกา,kaw1
เขา,Kaw5
เขา,Kaw5
เมืองไทย,mWN1 Taj1
เมืองไทย,mWN1 Taj1
ผลไม้ไทย,Pon5 la-4 mAj4 Taj1
คนไทย,Kon1 Taj1
ภาษาไทย,PA-1 sA-5 Taj1
ฉัน,Can5
ผมชอบคุณนะ,Pom5 CXp3 Kun1 na?4
หน้าร้อน,nA-3 rXn4
(คุณ)ชอบดูละครไหม,( Kun1 ) CXp3 dU-1 la?4 KXn1 maj5
เด็กทารกชอบร้องไห้,dek2 TA-1 rok4 CXp3 rXN4 haj3
เขาไม่ชอบอากาศร้อน,Kaw5 maj3 CXp3 ?A-1 kAt2 rXn4
ฉันชอบอาหารไทยมาก,Can5 CXp3 ?A-1 hAn5 Taj1 mAk3
คุณพ่อไม่ค่อยชอบดูละคร,Kun1 PX-3 maj3 KXj3 CXp3 dU-1 la?4 KXn1
เธอไม่ชอบเรียนภาษาอังกฤษเลย,TZ-1 maj3 CXp3 rJn1 PA-1 sA-5 ?aN1 krit2 lZj1
น้องชายชอบเล่นเกมอะไร,nXN4 CAj1 CXp3 len3 kEm1 ?a-2 raj1
พระขโนง,Pra?4 nO-1
พระขะโหนง,Pra?4 Ka-2 hO-5 noN1
พระขะโหนง,Pra?4 Ka-2 hO-5 noN1
เอาอันนี้,?aw1 ?an1 nI-4
ไม่,maj3
อุปกรณ์ป้องกันตัว,?u?2 pa-2 kXn1 pXN3 kan1 tR-1
อุปกรณ์ป้องกันตัว,?u?2 pa-2 kXn1 pXN3 kan1 tR-1
อุปกรณ์ป้องกันตัว,?u?2 pa-2 kXn1 pXN3 kan1 tR-1
อุปกรณ์ป้องกันตัว,?u?2 pa-2 kXn1 pXN3 kan1 tR-1
รองเท้าเซฟดี้,rXN1 TAw4 sef4 dI-3
รองเท้านิรภัย,rXN1 TAw4 ni?4 ra-4 Paj1
หน้ากากกันฝุ่น,nA-3 kAk2 kan1 fun2
ถุงมือนิรภัย,TuN5 mV-1 ni?4 ra-4 Paj1
หมวกนิรภัย,mRk2 ni-4 ra-4 Paj1
กระบังป้องกันใบหน้าหรือโล๋บังหน้า,kra-1 baN1 pXN3 kan1 baj1 nA-3 rV-5 lO-4 baN1 nA-3
แว่นเซฟตี้,wYn3 sEp3 tI-3
แว่นเซฟตี้,wYn3 sEp3 tI-3
แว่นตากันฝุ่น,wYn3 tA-1 kan1 fun2
แว่นตากันฝุ่น,wYn3 tA-1 kan1 fun2
เครื่องเชื่อมไฟฟ้า、กางเชื่อมด้วยไฟฟ้า,KrWN3 CWm3 faj1 fA-4 、 kAN1 CWm3 dRj3 faj1 fA-4
การเชื่อมไฟฟ้า,kAn1 CWm3 faj1 fA-4
หัวเชื่อม,hR-5 CWm3
ลวดเชื่อม,lRt3 CWm3
เส้นผ่านศูนย์กลางของลวดเชื่อม,sen3 PAn2 sUn5 klAN1 KXN5 lRt3 CWm3
ลวด、ลวดสลิง,lRt3 、 lRt3 sa-1 liN1
ลวดเชื่อม,lRt3 CWm3
ถังแก๊ส,TaN5 kYt4
สายดิน、ต่อลงดิน,sAj5 din1 、 tX-2 loN1 din1
ปุ่มทำงาน,pum2 Tam1 NAn1
ก๊าซ、แก๊ส,kAs4 、 kYt4
ก๊าซผสม,kAs4 Pa-2 som5
แผ่นเหล็ก,Pyn2 lek2
แผ่นอลูมิเทียม,PY-2 nX-1 lU-1 mi?4 TJm1
ความหนา,KwAm1 nA-5
เครื่องบด、เครื่องเจีย、เครื่องลับ,KrWN3 bot2 、 KrWN3 cJ-1 、 KrWN3 lap4
เครื่องมือตรวจสอบมุมฉากแม่นยำสูง,KrWN3 mV-1 trRt2 sXp2 mum1 CAk2 mYn3 jam1 sUN5
ตัวจับยึดชิ้นงาน,tR-1 cap2 jvt4 Cin4 NAn1
เหล็กปลายแหลมทำเครืองหมาย,lek2 plAj1 lYm5 Tam1 KrW-1 mAj5
แท่นปรับระดับ,TYn3 prap2 ra-4 dap2
เชื่อมแต้ม,CWm3 tYm3
เชื่อมเต็ม,CWm3 tem1
การเชื่อมต่อชน,kAn1 CWm3 tX-2 Con1
รอยต่อมุม,rXj1 tX-2 mum1
วัสดุโลหะ,wat4 sa-1 du?2 lO-1 ha?2
ดัดให้งอ,dat2 haj3 NX-1
มุมฉาก,mum1 CAk2
พับม、การดัด,Pap4 ม、 kAn1 dat2
เลเซอร์,lE-1 sZ-1
เครื่องเจาะระบบหัวตอก,KrWN3 cx?2 ra-1 bop2 hR-5 tXk2
ไฟฟ้ากระแสตรร(DC),faj1 fA-4 kra-2 sY-5 ตรร( DC )
ไฟฟ้ากระแสลับ(AC),faj1 fA-4 kra-2 sY-5 lap4 ( AC )
"ไฟฟ้าช๊อต, ไฟฟ้าช็อต","faj1 fA-4 ช๊อต, faj1 fA-4 Cxt4"
ตารางรายการวัสดุม、รายการชิ้นส่วน,tA-1 rAN1 rAj1 kAn1 wat4 dum1 、 rAj1 kAn1 Cin4 sRn2
"แผนผัง,แปลน","PYn5 PaN5 , plYn1"
ระยะห่าง,ra-1 ja-4 hAN2
ลบมุม,lop4 mum1
กาญจนบุ,kA-1 ja-4 con1 bu?2
ถุงมือหนัง,TuN5 mV-1 naN5
ถุงมือทำงาน,TuN5 mV-1 Tam1 NAn1
หน้ากากเชื่อม,nA-3 kAk2 CWm3
แท่งอิเล็กโทรดทังสเตน,TYN3 ?i-2 lek4 TO-1 rot4 TaN1 sa-1 tEn1
ก๊าซอาร์กอน,kAs4 ?A-1 kXn1
แผ่นเหล็กลาย,Pyn2 lek2 lAj1
ลูกมือ,lUk3 mV-1
เข็มทำเครื่องหมาย,Kem5 Tam1 KrWN3 mAj5
มุม90องศา,mum1 kAw3 sip2 ?oN1 sA-5
แผ่นอลูมิเนียม,Pyn2 ?a-2 lU-1 mi-4 nJm1
ไฟฟ้ากระแสตรง,faj1 fA-4 kra-1 sY-5 troN1
เครื่องเจียร,KrWN3 cJn1
เครื่องลับ,KrWN3 lap4
รองเท้าเซฟดี้,rXN1 TAw4 sef4 dI-3
หน้ากากกันฝุ่น,nA-3 kAk2 kan1 fun2
ถุงมือนิรภัย,TuN5 mV-1 ni?4 ra-4 Paj1
กระบังป้องกันใบหน้าหรือโล๋บังหน้า,kra-1 baN1 pXN3 kan1 baj1 nA-3 rV-5 lO-4 baN1 nA-3
ถังแก๊ส,TaN5 kYt4
เอาไหม,?aw1 maj5
ชุดนี้น่ารักนะ,Cut4 nI-4 nA-3 rak4 na?4
แพงไป ไม่เอา,PYN1 paj1 maj3 ?aw1
ซื้อไหม,sV-4 maj5
แพงไป ไม่ซื้อ,PYN1 paj1 maj3 sV-4
เอากาแฟไหมครับ.ค่ะ,?aw1 kA-1 fY-1 maj5 Krap4 . Ka?3
ไม่ (เอา) ครับ.ค่ะ  เอาน้ำเปล่าดีกว่า,maj3 ( ?aw1 ) Krap4 . Ka?3 ?aw1 nam4 plAw2 dI-1 kwA-2
ที่ห้างสรรพสินค้า,TI-3 hAN3 sap2 Pa-4 sin5 KA-4
ขอลองยีนส์ตัวนี้ได้ไหมครับ,KX-5 lXN1 jIn1 tR-1 nI-4 dAj3 maj5 Krap4
ได้ค่ะ ห้องลองอยู่ทางนี้ค่ะ,dAj3 Ka?3 hXN3 lXN1 jU-2 TAN1 nI-4 Ka?3
เป็นยังไงบ้างคะ,pen1 jaN1 Naj1 bAN3 Ka?4
พอดีเลยครับ เอาตัวนี้ครับ,PX-1 dI-1 lZj1 Krap4 ?aw1 tR-1 nI-4 Krap4
ที่ร้านอาหาร,TI-3 rAn4 ?A-1 hAn5
รับเครื่องดื่มอะไรดีคะ,rap4 KrWN3 dVm2 ?a-2 raj1 dI-1 Ka?4
เอา (ขอ) กาแฟร้อนแก้วนึงค่ะ,?aw1 ( KX-5 ) kA-1 fY-1 rXn4 kYw3 nvN1 Ka?3
เอา ... + มา,?aw1 ... + mA-1
กลับ,klap2
ลืมเอาร่มมา,lVm1 ?aw1 rom3 mA-1
เอาร่มมา,?aw1 rom3 mA-1
ฉันลืมเอารายงานไป(ที่)บริษัท,Can5 lVm1 ?aw1 rAj1 NAn1 paj1 ( TI-3 ) bX-1 ri-4 sat2
เอาของเล่นกลับด้วย,?aw1 KXN5 len3 klap2 dRj3
(ช่วย),( CRj3 )
เอา.....อีก,?aw1 ..... ?Ik2
ไหม,maj5
"ไม่เอาแล้ว, พอแล้ว","maj3 ?aw1 lYw4 , PX-1 lYw4"
เอาข้าวอีกไหม,?aw1 KAw3 ?Ik2 maj5
เอานิดหน่อย 　or   นิดหน่อย,?aw1 nit4 nXj2 or nit4 nXj2
เอาเบียร์อีกแก้วไหมคะ,?aw1 bJ-1 ?Ik2 kYw3 maj5 Ka?4
ไม่เอาแล้วครับ   or  พอแล้วครับ,maj3 ?aw1 lYw4 Krap4 or PX-1 lYw4 Krap4
เอาอย่าง (เลียนแบบ),?aw1 jAN2 ( lJn1 bYp2 )
น้องชายเอาอย่างพี่ชาย,nXN4 CAj1 ?aw1 jAN2 PI-3 CAj1
น้องชายเลียนแบบพี่ชาย,nXN4 CAj1 lJn1 bYp2 PI-3 CAj1
เอาอย่างนั้นก็ได้,?aw1 jAN2 nan4 kX-3 daj3
วันนี้ จะกินอะไร,wan1 nI-4 ca?2 kin1 ?a-2 raj1
พิซซ่ามั้ย,Pis4 sA-3 maj4
เอาอย่างนั้นก็ได้,?aw1 jAN2 nan4 kX-3 daj3
เอาไว้ก่อน,?aw1 waj4 kXn2
ทำการบ้านได้แล้ว,Tam1 kAn1 bAn3 dAj3 lYw4
เอาคอมพิวเตอร์เครื่องนี้,?aw1 KXm1 Piw1 tZ-1 KrWN3 nI-4
เอาแว่นอันนั้น,?aw1 wYn3 ?an1 nan4
เอากระทะใบนี้,?aw1 kra-1 Ta?4 baj1 nI-4
1 อัน,nvN2 ?an1
1 คน,nvN2 Kon1
มั้ยคะ,maj4 Ka?4
ฉันอยากให้เธอปฏิเสธคำสารภาพของฉัน,Can5 jAk2 haj3 TZ-1 pa-2 ti?2 sEt2 Kam1 sA-5 ra-4 PAp3 KXN5 Can5
สระว่ายน้ำ,sa?2 wAj3 nAm4
ไปว่ายน้ำทะเล,paj1 wAj3 nam4 Ta?4 lE-1
ไปเล่นน้ำทะเล,paj1 len3 nam4 Ta?4 lE-1
มั้ยคะ,maj4 Ka?4
สามโมงสิบห้า สี่โมงครึ่ง,sAm5 mON1 sip2 hA-3 sI-2 mON1 KrvN3
ถึงบ้านกี่โมง,TvN5 bAn3 kI-2 mON1
จากซ้ายไปขวา,cAk2 sAj4 paj1 KwA-5
จากบนลงล่าง,cAk2 bon1 loN1 lAN3
ตั้งแต่   ตอนนี้  ถึง 1 ทุ่ม,taN3 tY-2 tXn1 nI-4 TvN5 nvN2 Tum3
คุณไปเมืองไทยตั้งแต่เมื่อไหร่,Kun1 paj1 mWN1 Taj1 taN3 tY-2 mW-3 raj2
ขอบคุณจากใจ,KXp2 Kun1 cAk2 caj1
ชอบตั้งแต่เมื่อไหร่,CXp3 taN3 tY-2 mW-3 raj2
เจ็บคอ,cep2 KX-1
ปวดฟัน,pRt2 fan1
อักเสบ,?ak2 sEp2
ยาเม็ด,jA-1 met4
ยาผง,jA-1 PoN5
ยาน้ำ,jA-1 nAm4
ยาทา,jA-1 TA-1
ยาแคปซูล,jA-1 KYp4 sUn1
ยาอม,jA-1 ?om1
ยาลดไข้,jA-1 lot4 Kaj3
ยาแก้ปวด,jA-1 kY-3 pRt2
ยาแก้เมา,jA-1 kY-3 maw1
เบื่ออาหาร,bW-2 ?A-1 hAn5
ใครขายไข่ไก่,kraj1 KAj5 Kaj2 kaj2
ไปเล่นน้ำทะเล,paj1 len3 nam4 Ta?4 lE-1
พรุ่งนี้ อย่าลืมเอาเอกสารมาด้วยนะ,PruN3 nI-4 jA-2 lVm1 ?aw1 ?Ek2 ka-2 sAn5 mA-1 dRj3 na?4
(ฉัน) จะเอาบางอย่างมาให้เธอ,( Can5 ) ca?2 ?aw1 bAN1 jAN2 mA-1 haj3 TZ-1
ตอนออกไปข้างนอก เอาเสื้อแจ๊คเก็ตไปด้วยนะ,tXn1 ?Xk2 paj1 KAN3 nXk3 ?aw1 sW-3 cYk4 ket2 paj1 dRj3 na?4
ห้ามเอาขนมไปโรงเรียน,hAm3 ?aw1 Ka-1 nom5 paj1 rON1 rJn1
เอาแคตตาล็อคนี้กลับได้ไหมครับ.คะ,?aw1 KY-1 tA-1 lxk4 nI-4 klap2 dAj3 maj5 Krap4 . Ka?4
เอาอย่างนี้ดีไหม,?aw1 jAN2 nI-4 dI-1 maj5
เอาใหม่,?aw1 maj2
เอาที่สบายใจ,?aw1 TI-3 sa-1 bAj1 caj1
เอาเลย,?aw1 lZj1
ผิวไหม้แดด,Piw5 maj3 dYt2
ไปเล่นน้ำทะเล,paj1 len3 nam4 Ta?4 lE-1
เพราะว่ากรุณาอย่ายืนบริเวณนี้อันตราย,Prx?4 wA-3 ka-2 ru?4 nA-1 jA-2 jVn1 bX-1 ri-4 wEn1 nI-4 ?an1 ta-2 rAj1
ยังไม่ได้กินตั้งแต่เมื่อคืนอะไรเลย,jaN1 maj3 dAj3 kin1 taN3 tY-2 mW-3 KVn1 ?a-2 raj1 lZj1
1 คู่,nvN2 KU-3
ขอตะเกียบ 1 อัน,KX-5 ta?2 kJp2 nvN2 ?an1
1 ลูก,nvN2 lUk3
ฉันเป็นครู,Can5 pen1 KrU-1
เพื่อนฉันก็เป็นครู,PWn3 Can5 kX-3 pen1 KrU-1
ผม,Pom5
เล่ม,lem3
ให้ดู,haj3 dU-1
น่าไป,nA-3 paj1
น่ารัก,nA-3 rak4
ขอเสื้อหน่อย,KX-5 sW-3 nXj2
ขอถุงเท้า,KX-5 TuN5 TAw4
ขอยางลบ,KX-5 jAN1 lop4
ขอหนังสือเล่มนั้น,KX-5 naN5 sV-5 lem3 nan4
ขอแอปเปิ้ลลูกนี้,KX-5 ?Yp2 pZn3 lUk3 nI-4
ขอไปตลาด,KX-5 paj1 ta-2 lAt2
ขอกินข้าว,KX-5 kin1 KAw3
ขออ่านหนังสือ,KX-5 ?An2 naN5 sV-5
ขอกินแอปเปิ้ลลูกนี้,KX-5 kin1 ?Yp2 pZn3 lUk3 nI-4
ขอดื่มเบียร์ห,KX-5 dVm2 bJ-1
สวัสดีครับ.ค่ะ สบายดีไหมครับ.คะ,sa-1 wat2 dI-1 Krap4 . Ka?3 sa-1 bAj1 dI-1 maj5 Krap4 . Ka?4
ที่นี่มีห้องน้ำไหมครับ.คะ,TI-3 nI-3 mI-1 hXN3 nAm4 maj5 Krap4 . Ka?4
ตรงไปแล้วเลี้ยวขวา,troN1 paj1 lYw4 lJw4 KwA-5
นี่อะไรครับ.คะ,nI-3 ?a-2 raj1 Krap4 . Ka?4
นี่ภรรยาผมครับ,nI-3 Pan1 ra-4 jA-1 Pom5 Krap4
ผมเป็นคนญี่ปุ่นครับ แล้วคุณล่ะครับ,Pom5 pen1 Kon1 jI-3 pun2 Krap4 lYw4 Kun1 la?3 Krap4
ฉันก็เป็นคนญี่ปุ่นค่ะ,Can5 kX-3 pen1 Kon1 jI-3 pun2 Ka?3
ฉันเรียนภาษาไทย,Can5 rJn1 PA-1 sA-5 Taj1
คุณยะมะดะ บ้านอยู่ที่ไหนครับ.คะ,Kun1 ja?4 ma?4 da?2 bAn3 jU-2 TI-3 naj5 Krap4 . Ka?4
ชอบเมืองไทยมากครับ.ค่ะ,CXp3 mWN1 Taj1 mAk3 Krap4 . Ka?3
การหลอมละลาย,kAn1 lXm5 la-4 lAj1
การหลอมละลาย,kAn1 lXm5 la-4 lAj1
เครื่องตัดแก๊ส,KrWN3 tat2 kYt4
ตัดเซาะแนวเชื่อม,tat2 sx?4 nYw1 CWm3
การเชื่อมแบบซ้อนทับ,kAn1 CWm3 bYp2 sXn4 Tap4
ท่อเชื่อม,TX-3 CWm3
หัวฉีด,hR-5 CIt2
น้ำประปา,nam4 pra-1 pA-1
"กระจกเชื่อมดำ,กระจกอ๊อกดำ","kra-1 cok2 CWm3 dam1 , kra-1 cok2 ?Xk4 dam1"
"กระจกเชื่อมใส,กระจกอ๊อกใส","kra-1 cok2 CWm3 saj5 , kra-1 cok2 ?Xk4 saj5"
การไส,kAn1 saj5
การไส,kAn1 saj5
"ข้อต่อ,รอยต่อ","KX-3 tX-2 , rXj1 tX-2"
เครื่องไส,KrWN3 saj5
คำตอบอยู่ด้านหลัง,Kam1 tXp2 jU-2 dAn3 laN5
หลาย,lAj5
หลาย,lAj5
หลาย,lAj5
ฉันได้ฝึกเขียนโค้ดมาหลายปีแล้ว,Can5 dAj3 fvk2 KJn5 KOt4 mA-1 lAj5 pI-1 lYw4
ใช้เวลาหลายอึดใจ ความหมายในถ้อยคำของหล่อนจึงซึมเข้าสู่สมอง,Caj4 wE-1 lA-1 lAj5 ?vt2 caj1 KwAm1 mAj5 naj1 TXj3 Kam1 KXN5 lXn2 cvN1 svm1 Kaw3 sU-2 sa-1 mXN5
หญิงสาวคนนี้เป็นผู้พักอาศัยของฉันมาหลายสัปดาห์แล้ว,jiN5 sAw5 Kon1 nI-4 pen1 PU-3 Pak4 ?A-1 saj5 KXN5 Can5 mA-1 lAj5 sap2 dA-1 lYw4
เป็นเวลาหลายปีแล้วตั้งแต่ที่ฉันได้เจอคุณ!,pen1 wE-1 lA-1 lAj5 pI-1 lYw4 taN3 tY-2 TI-3 Can5 dAj3 cZ-1 Kun1 !
หลาย,lAj5
ในโลกนี้มีหลายสิ่งที่แย่กว่าการเป็นหุ่นไล่กา,naj1 lOk3 nI-4 mI-1 lAj5 siN2 TI-3 jY-3 kwA-2 kAn1 pen1 hun2 laj3 kA-1
มันต้องใช้เวลาหลายเดินกว่าจะถึงทวีปแอนตาร์กติก,man1 txN3 Caj4 wE-1 lA-1 lAj5 dZn1 kwA-2 ca?2 TvN5 Ta-4 wIp3 ?Yn1 tAk2 tik2
กางเกงยีนส์ของเธอมีรูหลายรูบนนั้น,kAN1 kEN1 jIn1 KXN5 TZ-1 mI-1 rU-1 lAj5 rU-1 bon1 nan4
โดยใช้ ชีวิต เข้า แลกหลายครั้ง หลาย หน อย่าง กล้าหาญ และ อดทน,dOj1 Caj4 CI-1 wit4 Kaw3 lYk3 lAj5 KraN4 lAj5 hon5 jAN2 klA-3 hAn5 ly?4 ?ot2 Ton1
เผ่าพันธุ์,Paw2 Pan1
ชาติพันธุ์,CAt3 ti?2 Pan1
เชื้อชาติ,CW-4 CAt3
ชั้นเรียน,Can4 rJn1
ค่าอาหาร,KA-3 ?A-1 hAn5
ค่ารถ,KA-3 rot4
แต่ละ,tY-2 la?4
การนำพระพุทธศาสนาเข้าไปสู่ประเทศญี่ปุ่นและการที่ราชสำนักญี่ปุ่นยอมรับนับถือพระพุทธศาสนา ได้มีผลทำให้ชินโตซึ่งเป็นศาสนาพื้นเมืองตกอับไปเป็นเวลาหลายปี,kAn1 nam1 Pra-4 Put4 Ta?4 sAt2 sa-1 nA-5 Kaw3 paj1 sU-2 pra-1 TEt3 jI-3 pun2 ly?4 kAn1 TI-3 rAt3 Ca-4 sam5 nak4 jI-3 pun2 jXm1 rap4 nap4 TV-5 Pra-4 Put4 Ta?4 sAt2 sa-1 nA-5 dAj3 mI-1 Pon5 Tam1 haj3 Cin1 tO-1 svN3 pen1 sAt2 sa-1 nA-5 PVn4 mWN1 tok2 ?ap2 paj1 pen1 wE-1 lA-1 lAj5 pI-1
ชั่วคน,CR-3 Kon1
พันปี,Pan1 pI-1
ครา,kra-1
หน,hon5
เท่าตัว,Taw3 tR-1
ตลบ,ta-2 lop2
กินเวลา,kin1 wE-1 lA-1
ประการ,pra-1 kAn1
แขนง,Ka-2 nYN5
กระทง,kra-1 ToN1
หลาก,lAk2
ทั้ง,TaN4
ร้อย,rXj4
ชนิด,Ca-4 nit4
แง่มุม,NY-3 mum1
ขุม,Kum5
สิบ,sip2
มากมาย,mAk3 mAj1
กิโล,ki?2 lO-1
อาทิ,?A-1 Ti?4
เผ่าพันธุ์,Paw2 Pan1
ครั้ง,KraN4
พันล้าน,Pan1 lAn4
ชาติพันธุ์,CAt3 ti?2 Pan1
ยี่ห้อ,jI-3 hX-3
ชิ้น,Cin4
เชื้อชาติ,CW-4 CAt3
มิติ,mi?4 ti?2
หมื่น,mVn2
ครา,kra-1
หน,hon5
ตลบ,ta-2 lop2
ครั้ง,KraN4
ร้อย,rXj4
สิบ,sip2
พันล้าน,Pan1 lAn4
หมื่น,mVn2
ชนิด,Ca-4 nit4
"c'j,6,","c ' j , hok2"
แง่มุม,NY-3 mum1
ประการ,pra-1 kAn1
แขนง,Ka-2 nYN5
กระทง,kra-1 ToN1
ยี่ห้อ,jI-3 hX-3
ชิ้น,Cin4
พันปี,Pan1 pI-1
กินเวลา,kin1 wE-1 lA-1
กิโล,ki?2 lO-1
หลาก,lAk2
เท่าตัว,Taw3 tR-1
ทั้ง,TaN4
มากมาย,mAk3 mAj1
เผ่าพันธุ์,Paw2 Pan1
ชาติพันธุ์,CAt3 ti?2 Pan1
เชื้อชาติ,CW-4 CAt3
อาทิ,?A-1 Ti?4
ชั่วคน,CR-3 Kon1
ryoxu,ryoxu
พันปี,Pan1 pI-1
หลากหลาย,lAk2 lAj5
คน,Kon1
เพิ่ง(จะ)เริ่ม,PZN3 ( ca?2 ) rZm3
เพิ่ง(จะ)เสร็จ,PZN3 ( ca?2 ) set2
เพิ่ง (จะ) รู้,PZN3 ( ca?2 ) rU-4
ดินสอ,din1 sX-5
รองเท้า,rXN1 TAw4
กระเป๋าสีแดง,kra-1 paw5 sI-5 dYN1
หนังสือภาษาไทย,naN5 sV-5 PA-1 sA-5 Taj1
คอมพิวเตอร์,KXm1 Piw1 tZ-1
ยังไม่ได้กินตั้งแต่เมื่อคืนอะไรเลย,jaN1 maj3 dAj3 kin1 taN3 tY-2 mW-3 KVn1 ?a-2 raj1 lZj1
อย่าใกล้เกิน,jA-2 klaj3 kZn1
อย่าใกล้เกิน เพื่อนกันเราต่างคนคือเพื่อนกัน,jA-2 klaj3 kZn1 PWn3 kan1 raw1 tAN2 Kon1 KV-1 PWn3 kan1
อย่าใกล้เกิน เพื่อนกันเราต่างคนคือเพื่อนกัน ไม่มีวันทีเธอจะมองจะมารักกัน,jA-2 klaj3 kZn1 PWn3 kan1 raw1 tAN2 Kon1 KV-1 PWn3 kan1 maj3 mI-1 wan1 TI-1 TZ-1 ca?2 mXN1 ca?2 mA-1 rak4 kan1
อย่าใกล้เกิน เพื่อนกันเราต่างคนคือเพื่อนกัน ไม่มีวันทีเธอจะมองจะมารักกัน ฉันจืงตั้งใจเว้นระยะทาง,jA-2 klaj3 kZn1 PWn3 kan1 raw1 tAN2 Kon1 KV-1 PWn3 kan1 maj3 mI-1 wan1 TI-1 TZ-1 ca?2 mXN1 ca?2 mA-1 rak4 kan1 Can5 cVN1 taN3 caj1 wen4 ra-1 ja-4 TAN1
อย่าใกล้เกิน เพื่อนกันเราต่างคนคือเพื่อนกัน ไม่มีวันทีเธอจะมองจะมารักกัน ฉันจืงตั้งใจเว้นระยะทาง ทิ้งความท่างไม่ให้เราใกล้กัน,jA-2 klaj3 kZn1 PWn3 kan1 raw1 tAN2 Kon1 KV-1 PWn3 kan1 maj3 mI-1 wan1 TI-1 TZ-1 ca?2 mXN1 ca?2 mA-1 rak4 kan1 Can5 cVN1 taN3 caj1 wen4 ra-1 ja-4 TAN1 TiN4 KwAm1 TA-3 maj3 haj3 raw1 klaj3 kan1
อย่าใกล้เกิน เพื่อนกันเราต่างคนคือเพื่อนกัน ไม่มีวันทีเธอจะมองจะมารักกัน ฉันจืงตั้งใจเว้นระยะทาง ทิ้งความห่างไม่ให้เราใกล้กัน,jA-2 klaj3 kZn1 PWn3 kan1 raw1 tAN2 Kon1 KV-1 PWn3 kan1 maj3 mI-1 wan1 TI-1 TZ-1 ca?2 mXN1 ca?2 mA-1 rak4 kan1 Can5 cVN1 taN3 caj1 wen4 ra-1 ja-4 TAN1 TiN4 KwAm1 hAN2 maj3 haj3 raw1 klaj3 kan1
อย่าใกล้เกิน เพื่อนกันเราต่างคนคือเพื่อนกัน ไม่มีวันทีเธอจะมองจะมารักกัน ฉันจืงตั้งใจเว้นระยะทาง ทิ้งความห่างไม่ให้เราใกล้กัน ทั้งๆที่ในใจฉัน,jA-2 klaj3 kZn1 PWn3 kan1 raw1 tAN2 Kon1 KV-1 PWn3 kan1 maj3 mI-1 wan1 TI-1 TZ-1 ca?2 mXN1 ca?2 mA-1 rak4 kan1 Can5 cVN1 taN3 caj1 wen4 ra-1 ja-4 TAN1 TiN4 KwAm1 hAN2 maj3 haj3 raw1 klaj3 kan1 TaN4 TaN4 TI-3 naj1 caj1 Can5
อย่าใกล้เกิน เพื่อนกันเราต่างคนคือเพื่อนกัน ไม่มีวันทีเธอจะมองจะมารักกัน ฉันจืงตั้งใจเว้นระยะทาง ทิ้งความห่างไม่ให้เราใกล้กัน ทั้งๆที่ในใจฉัน อยากมีเธอยืนอยู่ตรงนี้,jA-2 klaj3 kZn1 PWn3 kan1 raw1 tAN2 Kon1 KV-1 PWn3 kan1 maj3 mI-1 wan1 TI-1 TZ-1 ca?2 mXN1 ca?2 mA-1 rak4 kan1 Can5 cVN1 taN3 caj1 wen4 ra-1 ja-4 TAN1 TiN4 KwAm1 hAN2 maj3 haj3 raw1 klaj3 kan1 TaN4 TaN4 TI-3 naj1 caj1 Can5 jAk2 mI-1 TZ-1 jVn1  troN1 nI-4
อย่าใกล้เกิน เพื่อนกันเราต่างคนคือเพื่อนกัน ไม่มีวันทีเธอจะมองจะมารักกัน ฉันจืงตั้งใจเว้นระยะทาง ทิ้งความห่างไม่ให้เราใกล้กัน ทั้งๆที่ในใจฉัน อยากมีเธอยืนอยู่ตรงนี้,jA-2 klaj3 kZn1 PWn3 kan1 raw1 tAN2 Kon1 KV-1 PWn3 kan1 maj3 mI-1 wan1 TI-1 TZ-1 ca?2 mXN1 ca?2 mA-1 rak4 kan1 Can5 cVN1 taN3 caj1 wen4 ra-1 ja-4 TAN1 TiN4 KwAm1 hAN2 maj3 haj3 raw1 klaj3 kan1 TaN4 TaN4 TI-3 naj1 caj1 Can5 jAk2 mI-1 TZ-1 jVn1  troN1 nI-4
