เจ้าหนุ่มนี้ไม่ได้อ่อนแอ จงอย่าดูหมื่น,caw3 num2 nI-4 maj3 dAj3 ?Xn2 ?Y-1 coN1 jA-2 dU-1 mVn2
ดูหมิ่น,dU-1 min2
มีอสูรตัวเล็กกำลังดีอยู่ด้วยนี่นา,mI-1 ?a-2 sUn5 tR-1 lek4 kam1 laN1 dI-1 jU-2 dRj3 nI-3 nA-1
ถ้าเป็นอสูรเด็กล่ะก็ข้าต้องฆ่าได้แน่ๆ,TA-3 pen1 ?a-2 sUn5 dek2 la?3 kX-3 KA-3 txN3 KA-3 dAj3 nY-3 nY-3
ถ้าได้เลื่อนตำแหน่งก็จะได้ค่าตอบแทนจากเบื้องบนมากขึ้น,TA-3 dAj3 lWn3 tam1 nyN2 kX-3 ca?2 dAj3 KA-3 tXp2 TYn1 cAk2 bWN3 bon1 mAk3 Kvn3
ข้าจะจัดการอสูรกระจอกซักตัวแล้วลงเขา,KA-3 ca?2 cat2 kAn1 ?a-2 sUn5 kra-1 cXk2 sak4 tR-1 lYw4 loN1 Kaw5
พอกินยาก็ง่วงนอน,PX-1 kin1 jA-1 kX-3 NRN3 nXn1
พอกิน/ดื่ม เหล้าก็ปวดหัว,PX-1 kin1 / dVm2 law3 kX-3 pRt2 hR-5
พอกิน/ดื่ม เหล้าก็ปวดหัว,PX-1 kin1 / dVm2 law3 kX-3 pRt2 hR-5
หายเหนื่อย,hAj5 nWj2
หายป่วย,hAj5 pRj2
หายตัว,hAj5 tR-1
หายใจ,hAj5 caj1
ใจหาย,caj1 hAj5
พอป่วยก็ไม่อยากกินอะไร,PX-1 pRj2 kX-3 maj3 jAk2 kin1 ?a-2 raj1
พอเข้ามาในห้องก็ได้ยินเสียงแปลก ๆ,PX-1 Kaw3 mA-1 naj1 hXN3 kX-3 daj3 jin1 sJN5 plYk2 plYk2
พอคนร้ายเห็นตำรวจก็ (วิ่ง) หนี,PX-1 Kon1 rAj4 hen5 tam1 rRt2 kX-3 ( wiN3 ) nI-5
พอเรียนจบมัธยมปลายก็ไปเรียนต่อที่อเมริกา,PX-1 rJn1 cop2 mat4 Ta-4 jom1 plAj1 kX-3 paj1 rJn1 tX-2 TI-3 ?a-2 mE-1 ri?4 kA-1
พอกดปุ่มนี้ประตูก็เปิด,PX-1 kot2 pum2 nI-4 pra-1 tU-1 kX-3 pZt2
พอถึงแล้ว(ก็)โทรมานะ,PX-1 TvN5 lYw4 ( kX-3 ) TO-1 mA-1 na?4
พอเสร็จแล้ว(ก็)บอกนะ,PX-1 set2 lYw4 ( kX-3 ) bXk2 na?4
เมื่อวานนี้ตั้งใจจะไป,mW-3 wAn1 nI-4 taN3 caj1 ca?2 paj1
พวกยักษ์จะปรากฏขี้นมา,PRk3 jak4 ca?2 prA-1 kot2 KI-3 nX-1 mA-1
พวกยักษ์จะปรากฏขึ้นนมา,PRk3 jak4 ca?2 prA-1 kot2 Kvn3 mA-1
ต้องถามคนอื่นด้วยงั้นเหรอ,txN3 TAm5 Kon1 ?Vn2 dRj3 Nan4 rZ-5
เจ้ามีสมองใช่ไหม ถ้ามีงั้นก็ใช้มันซะ,caw3 mI-1 sa-1 mXN5 Caj3 maj4 TA-3 mI-1 Nan4 kX-3 Caj4 man1 sa?4
เจ้าจะทำยังไง ถ้าหากน้องสาวเจ้ากินมนุษย์ขึ้นมา,caw3 ca?2 Tam1 jaN1 Naj1 TA-3 hAk2 nXN4 sAw5 caw3 kin1 ma-1 nut4 Kvn3 mA-1
ช้ามาก,CA-4 mAk3
เราคงไม่มีอะไรจะสอนคุณมากไปกว่านี้แล้วล่ะ,raw1 KoN1 maj3 mI-1 ?a-2 raj1 ca?2 sXn5 Kun1 mAk3 paj1 kwA-2 nI-4 lYw4 la?3
ข้าแกร่งกว่าแก เพราะข้าผ่าหินได้แล้วไงล่ะ,KA-3 kryN2 kwA-2 kY-1 Prx?4 KA-3 PA-2 hin5 dAj3 lYw4 Naj1 la?3
ฝึกให้จำไปจนถึงกระดูก,fvk2 haj3 cam1 paj1 con1 TvN5 kra-1 dUk2
ถ้าเกิดมาเป็นลูกผู้ชายล่ะก็ต้องมุ่งหน้าต่อไป,TA-3 kZt2 mA-1 pen1 lUk3 PU-3 CAj1 la?3 kX-3 txN3 muN3 nA-3 tX-2 paj1
หัวกับลำตัวแกจะแยกออกจากกัน,hR-5 kap2 lam1 tR-1 kY-1 ca?2 jYk3 ?Xk2 cAk2 kan1
ตายไปนั่นล่ะดี!ทั้งปู่ทั้งแก!,tAj1 paj1 nan3 la?3 dI-1 ! TaN4 pU-2 TaN4 kY-1 !
พูดอีกอย่างคือ เป็นทายาทของข้า,PUt3 ?Ik2 jAN2 KV-1 pen1 TA-1 jAt3 KXN5 KA-3
หากทางนี้ไม่ชักดาบบ้าง คงเสียมารยาทแล้ว,hAk2 TAN1 nI-4 maj3 Cak4 dAp2 bAN3 KoN1 sJ-5 mA-1 ra-4 jAt3 lYw4
หากทางนี้ไม่ชักดาบบ้าง คงเสียมารยาทแล้ว,hAk2 TAN1 nI-4 maj3 Cak4 dAp2 bAN3 KoN1 sJ-5 mA-1 ra-4 jAt3 lYw4
เจ้าเองก็…ไม่คิดเช่นนั้นรึ,caw3 ?EN1 kX-3 … maj3 Kit4 Cen3 nan4 rv?4
แกนี่มัน ช่างน่ารังเกียจเสียจริง,kY-1 nI-3 man1 CaN3 nA-3 raN1 kJt2 sJ-5 ciN1
มีข้อยกเว้นสินะ,mI-1 KX-3 jok4 wen4 si?2 na?4
ได้เห็นสิ่งที่ไม่น่าเชื่อ,dAj3 hen5 siN2 TI-3 maj3 nA-3 CW-3
ช่างน่าเวทนาเสียจริง ท่านพี่,CaN3 nA-3 wEt3 Ta-4 nA-1 sJ-5 ciN1 Tan3 PI-3
พวกเราไม่ได้ยิ่งใหญ่อะไรขนาดนั้นหรอก,PRk3 raw1 maj3 dAj3 jiN3 jaj2 ?a-2 raj1 Ka-2 nAt2 nan4 rXk2
อะไรกัน ร่างที่อัปลักษณ์นี่…,?a-2 raj1 kan1 rAN3 TI-3 ?ap2 pa?2 lak4 nI-3 …
จะเป็นซามูไรที่แข็งแกร่งเป็นอันดับที่ 2 ของประเทศนี้,ca?2 pen1 sA-1 mU-1 raj1 TI-3 KyN5 kryN2 pen1 ?an1 dap2 TI-3 sXN5 KXN5 pra-1 TEt3 nI-4
ข้าอยากเป็นแบบแกเท่านั้นนั้นล่ะ,KA-3 jAk2 pen1 bYp2 kY-1 Taw3 nan4 nan4 la?3
พอที ข้าเกลียดแก,PX-1 TI-1 KA-3 klJt2 kY-1
ข้าเกิดมาเพื่ออะไร,KA-3 kZt2 mA-1 PW-3 ?a-2 raj1
พอกินเสร็จแล้ว(ก็)ล้างจานด้วย,PX-1 kin1 set2 lYw4 ( kX-3 ) lAN4 cAn1 dRj3
พออาบน้ำก็หายเหนื่อย,PX-1 ?Ap2 nAm4 kX-3 hAj5 nWj2
ผมเกิมาเพื่อมีความสุข,Pom5  PW-3 mI-1 KwAm1 suk2
ผมเกิดมาเพื่อมีความสุข,Pom5 kZt2 mA-1 PW-3 mI-1 KwAm1 suk2
อาหารที่ยามที่หิวโหยนี้ มันช่างเลิศรสจริงๆ,?A-1 hAn5 TI-3 jAm1 TI-3 hiw5 hOj5 nI-4 man1 CaN3 lZt3 rot4 ciN1 ciN1
ไม่ว่าใครหน้าไหนก็ไร้ประโยชน์,maj3 wA-3 kraj1 nA-3 naj5 kX-3 raj4 pra-1 jOt2
จากนี้ข้าจะฆ่าให้หมดทุกคน,cAk2 nI-4 KA-3 ca?2 KA-3 haj3 mot2 Tuk4 Kon1
ดื้อด้าน,dV-3 dAn3
ข้ายอมปล่อยให้พวกแกมีชีวิตรอดนั่นก็บุญแค่ไหนแล้ว,KA-3 jXm1 plXj2 haj3 PRk3 kY-1 mI-1 CI-1 wit4 rXt3 nan3 kX-3 bun1 KY-3 naj5 lYw4
ที่โดนข้าฆ่าก็ไม่ต่างอะไรกับการเจอภัยพิบัติ,TI-3 dOn1 KA-3 KA-3 kX-3 maj3 tAN2 ?a-2 raj1 kap2 kAn1 cZ-1 Paj1 Pi?4 bat2
ข้าน่ะ ต้องการใครสักคนที่จะยอมรับฟังข้าบ้างน่ะ,KA-3 na?3 txN3 kAn1 kraj1 sak2 Kon1 TI-3 ca?2 jXm1 rap4 faN1 KA-3 bAN3 na?3
โลกใบนี้ มันช่างสวยงามมาก,lOk3 baj1 nI-4 man1 CaN3 sRj5 NAm1 mAk3
สิ่งที่เกิดมาบนโลกนี้นั้นช่างน่ายินดีเป็นอย่างยิ่ง,siN2 TI-3 kZt2 mA-1 bon1 lOk3 nI-4 nan4 CaN3 nA-3 jin1 dI-1 pen1 jAN2 jiN3
ข้าไม่อยากจะพรากพวกมันไปจากครอบครัวพวกมันน่ะ,KA-3 maj3 jAk2 ca?2 PrAk3 PRk3 man1 paj1 cAk2 KrXp3 KrR-1 PRk3 man1 na?3
ไม่ว่าใครก็ไม่มีรีรอที่จะเหยียดหยาม ชีวตของใครสักคนและตีค่าให้ใครคนนั้นต่ำว่าตน,maj3 wA-3 kraj1 kX-3 maj3 mI-1 rI-1 rX-1 TI-3 ca?2 jJt2 jAm5 CI-1 wot4 KXN5 kraj1 sak2 Kon1 ly?4 tI-1 KA-3 haj3 kraj1 Kon1 nan4 tam2 wA-3 ton1
ชีวิต,CI-1 wit4
กว่า,kwA-2
ข้าก็เข้าใจได้ในทันทีว่าตัวข้าเกิดมาเพื่อสังหารมัน,KA-3 kX-3 Kaw3 caj1 dAj3 naj1 Tan1 TI-1 wA-3 tR-1 KA-3 kZt2 mA-1 PW-3 saN5 hAn5 man1
เจ้าคิดเช่นไรกับการมีชีวิตอยู่,caw3 Kit4 Cen3 raj1 kap2 kAn1 mI-1 CI-1 wit4 jU-2
แกน่ะสมควรตาย!ไอสิ่งสกปรกโสโครก,kY-1 na?3 som5 KRn1 tAj1 ! ?aj1 siN2 sok2 ka-2 prok2 sO-5 KrOk3
ไอหมอนั่นมันคือปีศาจโดยแท้จริง และมันก็ไม่ใช่ข้า,?aj1 mX-5 nan3 man1 KV-1 pI-1 sAt2 dOj1 TY-4 ciN1 ly?4 man1 kX-3 maj3 Caj3 KA-3
จงเอาชีวิตรอดกลับมา,coN1 ?aw1 CI-1 wit4 rXt3 klap2 mA-1
มืดสลัว,mVt3 sa-1 lR-5
ทำไมเจ้าถึงรู้ชื่อเด็กที่ตายไปแล้วพวกนั้น,Tam1 maj1 caw3 TvN5 rU-4 CV-3 dek2 TI-3 tAj1 paj1 lYw4 PRk3 nan4
มาอีกแล้วเหรอ จิ้งจอกที่น่ารักของข้า,mA-1 ?Ik2 lYw4 rZ-5 ciN3 cXk2 TI-3 nA-3 rak4 KXN5 KA-3
ต่อให้พยายามแค่ไหนก็ไม่พอหรอก,tX-2 haj3 Pa-4 jA-1 jAm1 KY-3 naj5 kX-3 maj3 PX-1 rXk2
เปลี่ยนปีรัชกาลแล้วรึ,plJn2 pI-1 rat4 Ca-4 kAn1 lYw4 rv?4
อย่ามาเกะกะข้า เดี๋ยวยัยนั่นก็ไม่สดกันพอดี,jA-2 mA-1 ke?2 ka?2 KA-3 dJw5 jaj1 nan3 kX-3 maj3 sot2 kan1 PX-1 dI-1
ถึงจะสูญเสียก็ต้องมีชีวิตอยู่ต่อไป ถึงจะเจ็บปวดเจียนตายขนาดไหนก็ตาม,TvN5 ca?2 sUn5 sJ-5 kX-3 txN3 mI-1 CI-1 wit4 jU-2 tX-2 paj1 TvN5 ca?2 cep2 pRt2 cJn1 tAj1 Ka-2 nAt2 naj5 kX-3 tAm1
เปล่า ไม่เคยเห็ยหน้าเลย แย่จัง,plAw2 maj3 KZj1 hej5 nA-3 lZj1 jY-3 caN1
ฉันไม่มีทางปล่อยแกไว้แน่ ต่อให้แกอยู่ไหนก็ตาม,Can5 maj3 mI-1 TAN1 plXj2 kY-1 waj4 nY-3 tX-2 haj3 kY-1 jU-2 naj5 kX-3 tAm1
ไม่หรอกไม่หรอกไม่หรอก,maj3 rXk2 maj3 rXk2 maj3 rXk2
ผมเป็นสิ่งมีชีวิตที่ใกล้เคียงความสมบูรณ์แบบที่สุด,Pom5 pen1 siN2 mI-1 CI-1 wit4 TI-3 klaj3 KJN1 KwAm1 som5 bUn1 bYp2 TI-3 sut2
พอได้แล้ว ทำไมถึงใช้ความรุนแรง,PX-1 daj3 lYw4 Tam1 maj1 TvN5 Caj4 KwAm1 run1 rYN1
อย่าถามเรื่องอายุกับสุภาพสตรีสิ เจ้าคนไร้มารยาท,jA-2 TAm5 rWN3 ?A-1 ju?4 kap2 su?2 PAp3 sa-1 trI-1 si?2 caw3 Kon1 raj4 mA-1 ra-4 jAt3
งั้นจัดการฆ่าให้หมดเพื่อท่านผู้นั้นกันเถอะ,Nan4 cat2 kAn1 KA-3 haj3 mot2 PW-3 Tan3 PU-3 nan4 kan1 Tz?2
ท่านทามาโยะวันนี้ก็ช่างงดงาม พรุ่งนี้ก็คงงดงามไม่เปลี่ยนแน่,Tan3 TA-1 mA-1 jo-4 wan1 nI-4 kX-3 CaN3 Not4 NAm1 PruN3 nI-4 kX-3 KoN1 Not4 NAm1 maj3 plJn2 nY-3
ผมเกลียดคนที่เข้ามาเกะกะการใช้เวลาร่ามกันของผมกับท่าน เกลี่ยดที่สุด อภัยให้ไม่ได้,Pom5 klJt2 Kon1 TI-3 Kaw3 mA-1 ke?2 ka?2 kAn1 Caj4 wE-1 lA-1 rA-3 kan1 KXN5 Pom5 kap2 Tan3 klJ-2 TI-3 sut2 ?a-2 Paj1 haj3 maj3 dAj3
ร่วม,rRm3
พูดอะไรของแก น่าสนใจดีนี่ น่าสนุกดีนี่,PUt3 ?a-2 raj1 KXN5 kY-1 nA-3 son5 caj1 dI-1 nI-3 nA-3 sa-1 nuk2 dI-1 nI-3
มาเล่นกันต่อเถอะ จนกว่าจะเช้าไม่ก็จนกว่าจะตาย,mA-1 len3 kan1 tX-2 Tz?2 con1 kwA-2 ca?2 CAw4 maj3 kX-3 con1 kwA-2 ca?2 tAj1
ท่านทามาโยะ ใช้เจ้าพวกนั้นเป็นเหยื่อล่อแล้วหนีกันเถอะครับ,Tan3 TA-1 mA-1 jo-4 Caj4 caw3 PRk3 nan4 pen1 jW-2 lX-3 lYw4 nI-5 kan1 Tz?2 Krap4
ชายคนนั้นเป็นแค่คนขี้ขลาด หวาดกลัวอะไรบางอย่างตลอดเวลา,CAj1 Kon1 nan4 pen1 KY-3 Kon1 KI-3 KlAt2 wAt2 klR-1 ?a-2 raj1 bAN1 jAN2 ta-2 lXt2 wE-1 lA-1
ช่วยทีเถอะ แต่งงานกันนะ,CRj3 TI-1 Tz?2 tyN2 NAn1 kan1 na?4
ผู้หญิงคนนั้นจะแต่งงานกับฉัน เพราะเธอชอบฉัน,PU-3 jiN5 Kon1 nan4 ca?2 tyN2 NAn1 kap2 Can5 Prx?4 TZ-1 CXp3 Can5
บุกทะลวง บุกทะลวง,buk2 Ta?4 lRN1 buk2 Ta?4 lRN1
หายไปซะ เจ้าพวกมดปลวก,hAj5 paj1 sa?4 caw3 PRk3 mot4 plRk2
ชักดาบแล้วสู้สิ เจ้าขยะอ่อนแอ,Cak4 dAp2 lYw4 sU-3 si?2 caw3 Ka-2 ja?2 ?Xn2 ?Y-1
ฉัน...จะยอมฟังเรื่องราวโดยตรงจากทันจิโร่เท่านั้น ดังนั้นนาย...ถอยไปซะ,Can5 ... ca?2 jXm1 faN1 rWN3 rAw1 dOj1 troN1 cAk2 Tan1 ci?2 rO-3 Taw3 nan4 daN1 nan4 nAj1 ... TXj5 paj1 sa?4
ข้าน่ะ ยอดใช่มั้ยล่ะ ยอดใช่มั้ยล่ะ,KA-3 na?3 jXt3 Caj3 maj4 la?3 jXt3 Caj3 maj4 la?3
นายทำงี้ได้ไง,nAj1 Tam1 NI-4 dAj3 Naj1
ทำไมไม่ใช่เสาหลักล่ะ,Tam1 maj1 maj3 Caj3 saw5 lak2 la?3
หากมนุษย์อยู่อสูรอย่างเป็นสุขได้คงจะดีไม่น้อย,hAk2 ma-1 nut4 jU-2 ?a-2 sUn5 jAN2 pen1 suk2 dAj3 KoN1 ca?2 dI-1 maj3 nXj4
เปล่าประโยชน์น่า ตราบใดที่อสูรยังกินมนุษย์อยู่ล่ะก็,plAw2 pra-1 jOt2 nA-3 trAp2 daj1 TI-3 ?a-2 sUn5 jaN1 kin1 ma-1 nut4 jU-2 la?3 kX-3
อย่ามารบกวนการใช้ชีวิตอันเงียบสงบของครอบครัวผมนะ,jA-2 mA-1 rop4 kRn1 kAn1 Caj4 CI-1 wit4 ?an1 NJp3 sa-1 Nop2 KXN5 KrXp3 KrR-1 Pom5 na?4
ครอบครัวของผมจะอยู่กันอย่างมีความสุข สายสัมพันธ์ของเราทั้งห้าไม่มีใครทำลายลงได้,KrXp3 KrR-1 KXN5 Pom5 ca?2 jU-2 kan1 jAN2 mI-1 KwAm1 suk2 sAj5 sam5 Pan1 KXN5 raw1 TaN4 hA-3 maj3 mI-1 kraj1 Tam1 lAj1 loN1 dAj3
จงคุกเข่าลง และคำนับข้าซะ,coN1 Kuk4 Kaw2 loN1 ly?4 Kam1 nap4 KA-3 sa?4
สะเออะ,sa?2 ?z?2
พวกแกไม่ต้องสะเออะแสดงความคิดเห็น คอยตอบเรื่องที่ข้าถามก็พอ,PRk3 kY-1 maj3 txN3 sa?2 ?z?2 sa-1 dYN1 KwAm1 Kit4 hen5 KXj1 tXp2 rWN3 TI-3 KA-3 TAm5 kX-3 PX-1
ขออภัยเจ้าค่ะ ทั้งลักษณะภายนอกทั้งบรรยากาศเปลี่ยนไปก็เลย,KX-5 ?a-2 Paj1 caw3 Ka?3 TaN4 lak4 sa-1 na?2 PAj1 nXk3 TaN4 ban1 jA-1 kAt2 plJn2 paj1 kX-3 lZj1
ใครอนุญาตให้พูด,kraj1 ?a-2 nu?4 jAt3 haj3 PUt3
ซวยอะไร ไหนลองพูดมา,sRj1 ?a-2 raj1 naj5 lXN1 PUt3 mA-1
ต่อให้พูดเรื่องพรรค์นั้น ให้พวกเราฟังก็,tX-2 haj3 PUt3 rWN3 Pan1 nan4 haj3 PRk3 raw1 faN1 kX-3
อ่านความคิดได้เหรอ ซวยแล้ว,?An2 KwAm1 Kit4 dAj3 rZ-5 sRj1 lYw4
ได้โปรดเมตตาข้า,dAj3 prOt2 mEt3 tA-1 KA-3
เปล่าเจ้าค่ะ ข้าไม่เคยคิดเช่นนั้น เพื่อท่านแล้วข้ายินดีสู้ถวายชีวิตเจ้าค่ะ,plAw2 caw3 Ka?3 KA-3 maj3 KZj1 Kit4 Cen3 nan4 PW-3 Tan3 lYw4 KA-3 jin1 dI-1 sU-3 Ta-2 wAj5 CI-1 wit4 caw3 Ka?3
ท่านยังใช้ประโยชน์จากข้าได้ ได้โปรดขอยืดเวลาสักนิด ข้าจะต้องทำประโยชน์ให้ท่านได้แน่,Tan3 jaN1 Caj4 pra-1 jOt2 cAk2 KA-3 dAj3 dAj3 prOt2 KX-5 jVt3 wE-1 lA-1 sak2 nit4 KA-3 ca?2 txN3 Tam1 pra-1 jOt2 haj3 Tan3 dAj3 nY-3
เจ้าคนไม่รู้จักที่ต่ำที่สูง,caw3 Kon1 maj3 rU-4 cak2 TI-3 tam2 TI-3 sUN5
ไม่ใช่นะ!ไม่ใช่!ข้า,maj3 Caj3 na?4 ! maj3 Caj3 ! KA-3
หุบปากซะ ไม่ผิดสิ่งที่ข้าทำ ไม่ผิดแม้แต่นิด,hup2 pAk2 sa?4 maj3 Pit2 siN2 TI-3 KA-3 Tam1 maj3 Pit2 mY-4 tY-2 nit4
ผู้มีอำนาจเด็ดขาดคือข้า คำพูดของข้าถือเป็นที่สุด,PU-3 mI-1 ?am1 nAt3 det2 KAt2 KV-1 KA-3 Kam1 PUt3 KXN5 KA-3 TV-5 pen1 TI-3 sut2
เจ้าไม่มีสิทธิ์ปฏิเสธ ข้าคือความถูกต้อง สิ่งที่พูดคือสิ่งที่ถูกต้อง,caw3 maj3 mI-1 sit2 pa-2 ti?2 sEt2 KA-3 KV-1 KwAm1 TUk2 txN3 siN2 TI-3 PUt3 KV-1 siN2 TI-3 TUk2 txN3
เจ้าบังอาจสั่งข้า จึงสมควรตาย,caw3 baN1 ?At2 saN2 KA-3 cvN1 som5 KRn1 tAj1
จงหลับและฝันดีเห็นครอบครัว,coN1 lap2 ly?4 fan5 dI-1 hen5 KrXp3 KrR-1
เพราะจิตใจของมนุษย์ล้วงเปราะบางเหมือนแก้ว,Prx?4 cit2 caj1 KXN5 ma-1 nut4 lRN4 prx?2 bAN1 mWn5 kYw3
อืม ทำให้เยอะๆ เลยนะ,?Vm1 Tam1 haj3 jz?4 jz?4 lZj1 na?4
ทำยังไงดี คุณเซนอิทซึ ฉันว่านน้ำไม่เป็น,Tam1 jaN1 Naj1 dI-1 Kun1 sEn1 ?it2 sv-4 Can5 wAn3 nAm4 maj3 pen1
เป็นเสาหลักแล้วไง ไร้สาระ จะยังไงก็ช่าง,pen1 saw5 lak2 lYw4 Naj1 raj4 sA-5 ra?4 ca?2 jaN1 Naj1 kX-3 CaN3
ยังไงซะ ทั้งข้าและเจ้าก็มาได้แค่นี้,jaN1 Naj1 sa?4 TaN4 KA-3 ly?4 caw3 kX-3 mA-1 dAj3 KY-3 nI-4
พยายามเข้า จงมีชีวิตต่อไป ต่อให้เปล่าเปลี่ยวแค่ไหนก็ตาม,Pa-4 jA-1 jAm1 Kaw3 coN1 mI-1 CI-1 wit4 tX-2 paj1 tX-2 haj3 plAw2 plJw2 KY-3 naj5 kX-3 tAm1
เจอของที่ว่ารึยัง,cZ-1 KXN5 TI-3 wA-3 rv?4 jaN1
เหมือนเจ้าจะเข้าใจผิดอะไรอยู่รึเปล่า,mWn5 caw3 ca?2 Kaw3 caj1 Pit2 ?a-2 raj1 jU-2 rv?4 plAw2
กะอีแค่เสาหลัก กำจัดมันได้แล้วไง,ka?2 ?I-1 KY-3 saw5 lak2 kam1 cat2 man1 dAj3 lYw4 Naj1
อสูรเอาชนะมนุษย์ได้มันเรื่องปรกติอยู่แล้ว,?a-2 sUn5 ?aw1 Ca-4 na?4 ma-1 nut4 dAj3 man1 rWN3 prok2 ka-2 ti?2 jU-2 lYw4
สังหารไม่ให้เหลือแม้แต่คนเดียว ไม่ให้ใครมาขวางหูขวางตาข้าอีก,saN5 hAn5 maj3 haj3 lW-5 mY-4 tY-2 Kon1 dJw1 maj3 haj3 kraj1 mA-1 KwAN5 hU-5 KwAN5 tA-1 KA-3 ?Ik2
ข้าผิดหวังในตัวเจ้า,KA-3 Pit2 waN5 naj1 tR-1 caw3
เจ้านั้นจะเป็นยังไงก็ช่าง,caw3 nan4 ca?2 pen1 jaN1 Naj1 kX-3 CaN3
หึ ไปช่วยก็ได้ เพราะข้าเป็นลูกพี่ใหญ่หรอกนะ ต้องฟังคำขอร้องของลูกกระจ๊อกอยู่แล้ว,hv?2 paj1 CRj3 kX-3 daj3 Prx?4 KA-3 pen1 lUk3 PI-3 jaj2 rXk2 na?4 txN3 faN1 Kam1 KX-5 rXN4 KXN5 lUk3 kra-2 cXk4 jU-2 lYw4
แพ้เหรอ? ข้า? กำลังจะจายเหรอ? บ้าน่า บ้าน่า!,PY-4 rZ-5 ? KA-3 ? kam1 laN1 ca?2 cA-1 rZ-5 ? bA-3 nA-3 bA-3 nA-3 !
ข้ายังไม่ได้ทุ่มพลังทั้งหมดเลยนะ,KA-3 jaN1 maj3 dAj3 Tum3 Pa-4 laN1 TaN4 mot2 lZj1 na?4
เป็นฝันร้ายที่น่าสมเพช...จริงๆ...,pen1 fan5 rAj4 TI-3 nA-3 som5 PEt3 ... ciN1 ciN1 ...
ดูเหมือนจะเพ่งกระแสจิตตลอดเวลาได้สินะ ขอชื่นชม ขอชื่นชม,dU-1 mWn5 ca?2 PeN3 kra-1 sY-5 cit2 ta-2 lXt2 wE-1 lA-1 dAj3 si?2 na?4 KX-5 CVn3 Com1 KX-5 CVn3 Com1
เพ่งสมาธิอีกสิ,PeN3 sa-1 mA-1 Ti?4 ?I-1 ka-2 si?2
ทำให้ตนเองแข็งแกร่งกว่าเมื่อวานได้,Tam1 haj3 ton1 ?EN1 KyN5 kryN2 kwA-2 mW-3 wAn1 dAj3
ทำไมถึงหมายหัวคนบาดเจ็บก่อน ไม่เข้าใจเลย,Tam1 maj1 TvN5 mAj5 hR-5 Kon1 bAt2 cep2 kXn2 maj3 Kaw3 caj1 lZj1
มันจะเกะกะเรื่องของข้ากับเจ้า ยังไงล่ะ,man1 ca?2 ke?2 ka?2 rWN3 KXN5 KA-3 kap2 caw3 jaN1 Naj1 la?3
เรื่องของข้ากับแกหมายความว่าไง ถึงจะเจอกันครั้งแรก แต่ข้าก็เกลียดขี้หน้าแกแล้ว,rWN3 KXN5 KA-3 kap2 kY-1 mAj5 KwAm1 wA-3 Naj1 TvN5 ca?2 cZ-1 kan1 KraN4 rYk3 tY-2 KA-3 kX-3 klJt2 KI-3 nA-3 kY-1 lYw4
นเหรอ ข้าเองก็เกลียดมนุษย์อ่อนแอเป็นที่สุด แค่เห็นคนอ่อนแอก็คลื่นเหียนแล้ว,rZ-5 KA-3 ?EN1 kX-3 klJt2 ma-1 nut4 ?Xn2 ?Y-1 pen1 TI-3 sut2 KY-3 hen5 Kon1 ?Xn2 ?a-2 kyk2 lVn3 hJn5 lYw4
งั้นเหรอ ข้าเองก็เกลียดมนุษย์อ่อนแอเป็นที่สุด แค่เห็นคนอ่อนแอก็คลื่นเหียนแล้ว,Nan4 rZ-5 KA-3 ?EN1 kX-3 klJt2 ma-1 nut4 ?Xn2 ?Y-1 pen1 TI-3 sut2 KY-3 hen5 Kon1 ?Xn2 ?a-2 kyk2 lVn3 hJn5 lYw4
ดูท่าข้ากับแกคงมีความเห็นที่ต่างกันสุดขั้ว,dU-1 TA-3 KA-3 kap2 kY-1 KoN1 mI-1 KwAm1 hen5 TI-3 tAN2 kan1 sut2 KR-3
งั้นเหรอ ถ้างั้นข้ามีข้อเสนอที่น่าสนใจ,Nan4 rZ-5 TA-3 Nan4 KA-3 mI-1 KX-3 sa-1 nZ-5 TI-3 nA-3 son5 caj1
เสาหลักสินะ,saw5 lak2 si?2 na?4
ถึงจะมีเสื่อมสภาพ ถึงจะมีดับสูญ แต่นั่นคือความงามของสิ่งมีชีวิตที่ไม่อาจคาดเดาได้ที่เรียกว่ามนุษย์ไงล่ะ,TvN5 ca?2 mI-1 sWm2 sa-1 PAp3 TvN5 ca?2 mI-1 dap2 sUn5 tY-2 nan3 KV-1 KwAm1 NAm1 KXN5 siN2 mI-1 CI-1 wit4 TI-3 maj3 ?At2 KAt3 daw1 daj3 TI-3 rJk3 wA-3 ma-1 nut4 Naj1 la?3
สิ่งที่เรียกว่าความแข็งแกร่งนั้น ไม่ใช่คำที่ใช้กับร่างกายเท่านั้น,siN2 TI-3 rJk3 wA-3 KwAm1 KyN5 kryN2 nan4 maj3 Caj3 Kam1 TI-3 Caj4 kap2 rAN3 kAj1 Taw3 nan4
ข้ากับแกมีความเห็นต่างกันสุดขั้ว,KA-3 kap2 kY-1 mI-1 KwAm1 hen5 tAN2 kan1 sut2 KR-3
ไม่ว่าเหตุอะไร ข้าจะไม่ยอมเป็นอสูรเด็ดขาด,maj3 wA-3 hEt2 ?a-2 raj1 KA-3 ca?2 maj3 jXm1 pen1 ?a-2 sUn5 det2 KAt2
ถ้าไม่ยอมเป็นอสูร งั้นข้าจะฆ่าเจ้าทิ้งซะ,TA-3 maj3 jXm1 pen1 ?a-2 sUn5 Nan4 KA-3 ca?2 KA-3 caw3 TiN4 sa?4
